,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
685,687,2020-02-15,Локомотив,ЦСКА,0:1,0:0,0:3,:,:
686,688,2020-02-15,Нефтехимик,Адмирал,2:0,2:0,2:1,:,:
687,689,2020-02-15,Торпедо НН,Амур,0:1,1:2,1:2,:,:
688,690,2020-02-15,Йокерит,Металлург Мг,1:1,1:2,1:0,0:0,0:1
689,691,2020-02-15,Динамо Мн,Автомобилист,1:1,1:1,2:4,:,:
690,692,2020-02-15,Динамо Р,Динамо М,5:2,0:3,1:1,0:1,:
691,693,2020-02-17,Металлург Мг,Куньлунь РС,0:0,1:0,1:1,:,:
692,694,2020-02-17,Салават Юлаев,ХК Сочи,0:0,0:0,2:0,:,:
693,695,2020-02-17,Трактор,Северсталь,0:2,0:0,2:2,:,:
694,696,2020-02-17,Нефтехимик,Амур,2:1,1:3,0:1,:,:
695,697,2020-02-17,СКА,Адмирал,1:0,1:0,4:0,:,:
696,698,2020-02-17,Йокерит,Динамо М,2:0,3:0,0:0,:,:
697,699,2020-02-17,Динамо Мн,ЦСКА,0:1,0:2,1:1,:,:
698,700,2020-02-17,Динамо Р,Автомобилист,0:1,1:0,1:0,:,:
699,701,2020-02-18,Барыс,Сибирь,0:0,0:0,1:1,0:1,:
700,702,2020-02-18,Ак Барс,Авангард,2:0,0:0,3:3,:,:
701,703,2020-02-18,Локомотив,Витязь,1:1,1:0,3:0,:,:
702,704,2020-02-18,Спартак,Торпедо НН,0:1,1:0,1:2,:,:
703,705,2020-02-19,Трактор,Адмирал,2:0,1:0,2:0,:,:
704,706,2020-02-19,Северсталь,Динамо М,1:1,0:1,1:0,0:0,1:0
705,707,2020-02-20,Амур,Динамо Р,1:1,0:0,0:0,0:0,0:1
706,708,2020-02-20,Автомобилист,Сибирь,0:0,2:1,1:0,:,:
707,709,2020-02-20,СКА,Торпедо НН,2:1,0:1,0:0,1:0,:
708,710,2020-02-20,Спартак,Ак Барс,0:1,3:2,3:0,:,:
709,711,2020-02-20,ХК Сочи,Витязь,1:0,0:1,1:1,1:0,:
710,712,2020-02-21,Барыс,Салават Юлаев,0:1,1:0,1:0,:,:
711,713,2020-02-21,Металлург Мг,Нефтехимик,1:0,1:0,1:1,:,:
712,714,2020-02-21,ЦСКА,Динамо Мн,0:0,3:0,5:1,:,:
713,741,2020-02-21,Авангард,Йокерит,1:0,0:1,0:0,0:0,0:1
714,715,2020-02-22,Адмирал,Динамо Р,0:0,1:0,2:1,:,:
715,716,2020-02-22,Трактор,Сибирь,0:0,1:0,3:0,:,:
716,717,2020-02-22,Северсталь,Витязь,1:0,0:1,0:0,0:0,1:0
717,718,2020-02-22,ХК Сочи,Торпедо НН,0:0,0:0,0:0,1:0,:
718,719,2020-02-23,Амур,Нефтехимик,0:1,0:4,0:3,:,:
719,720,2020-02-23,Металлург Мг,Салават Юлаев,0:0,0:0,1:1,0:1,:
720,721,2020-02-23,Ак Барс,Динамо Мн,0:0,1:2,4:2,:,:
721,722,2020-02-23,Авангард,Локомотив,0:0,0:1,0:0,:,:
722,723,2020-02-23,Динамо М,Спартак,1:0,0:0,0:1,0:0,1:0
723,724,2020-02-23,Йокерит,СКА,1:1,0:2,0:3,:,:
724,725,2020-02-24,Адмирал,Барыс,0:3,1:0,0:0,:,:
725,726,2020-02-24,Амур,Нефтехимик,0:1,0:0,2:1,0:1,:
726,727,2020-02-24,Куньлунь РС,Динамо Р,0:0,0:2,1:0,:,:
727,679,2020-02-25,Динамо М,Трактор,0:1,2:0,0:1,1:0,:
728,728,2020-02-25,Сибирь,Металлург Мг,1:0,2:0,1:1,:,:
729,729,2020-02-25,Ак Барс,Салават Юлаев,0:1,3:1,0:0,:,:
730,730,2020-02-25,Северсталь,ХК Сочи,2:1,1:1,0:0,:,:
731,731,2020-02-25,Торпедо НН,Йокерит,3:1,0:0,0:0,:,:
732,732,2020-02-25,Авангард,Автомобилист,1:1,1:2,0:1,:,:
733,733,2020-02-25,Витязь,Спартак,2:2,0:0,0:2,:,:
734,734,2020-02-25,ЦСКА,СКА,0:0,1:3,0:1,:,:
735,735,2020-02-25,Динамо Мн,Локомотив,1:2,0:0,2:3,:,:
736,736,2020-02-26,Адмирал,Нефтехимик,2:0,0:1,0:2,:,:
737,737,2020-02-26,Амур,Барыс,2:0,0:0,3:0,:,:
738,738,2020-02-26,Сибирь,Динамо Р,0:1,1:1,3:0,:,:
739,739,2020-02-27,Трактор,Металлург Мг,1:0,1:0,0:1,:,:
740,740,2020-02-27,Ак Барс,Автомобилист,0:1,0:1,0:1,:,:
741,742,2020-02-27,Витязь,Локомотив,1:0,2:2,1:2,0:0,1:0
742,743,2020-02-27,ЦСКА,ХК Сочи,3:0,3:0,0:0,:,:
743,744,2020-02-27,Динамо Мн,Динамо М,1:3,3:0,0:0,:,:
