,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
690,692,2019-02-02,Спартак,Ак Барс,0:1,0:1,3:3,:,:
691,693,2019-02-02,Динамо М,Адмирал,0:0,0:2,0:1,:,:
692,694,2019-02-02,Динамо Мн,Динамо Р,0:0,1:1,2:0,:,:
693,697,2019-02-02,Сибирь,СКА,1:0,0:0,0:0,:,:
694,695,2019-02-03,Торпедо НН,Нефтехимик,0:0,1:1,1:1,0:1,:
695,696,2019-02-03,ХК Сочи,Локомотив,0:0,0:2,3:2,:,:
696,685,2019-02-04,Сибирь,Куньлунь РС,1:0,0:1,2:1,:,:
697,686,2019-02-04,Авангард,СКА,1:0,1:0,0:0,:,:
698,698,2019-02-04,Автомобилист,Металлург Мг,1:1,0:1,1:1,:,:
699,699,2019-02-04,Салават Юлаев,Барыс,1:1,1:1,0:0,0:1,:
700,700,2019-02-04,Трактор,Йокерит,0:0,0:0,0:1,:,:
701,701,2019-02-04,Северсталь,Амур,0:0,1:0,4:0,:,:
702,702,2019-02-04,Витязь,Адмирал,0:1,0:3,0:0,:,:
703,703,2019-02-04,Динамо Мн,ЦСКА,0:0,0:2,0:1,:,:
704,704,2019-02-04,Слован,Динамо Р,1:0,1:1,0:0,:,:
705,610,2019-02-05,Ак Барс,Торпедо НН,1:0,1:0,3:1,:,:
706,706,2019-02-05,Спартак,ХК Сочи,2:1,0:0,1:0,:,:
707,318,2019-02-06,Адмирал,Куньлунь РС,1:0,0:2,2:0,:,:
708,708,2019-02-11,Автомобилист,Торпедо НН,1:1,4:3,1:1,:,:
709,709,2019-02-11,Трактор,Нефтехимик,1:1,0:2,0:0,:,:
710,710,2019-02-11,СКА,Северсталь,3:1,1:0,0:0,:,:
711,711,2019-02-11,Спартак,Динамо М,0:1,1:3,0:1,:,:
712,712,2019-02-11,ХК Сочи,Витязь,0:0,1:2,1:0,1:0,:
713,713,2019-02-11,Динамо Мн,Локомотив,0:0,0:3,0:0,:,:
714,714,2019-02-11,Динамо Р,Йокерит,1:0,1:1,1:0,:,:
715,715,2019-02-11,Слован,ЦСКА,0:0,1:1,0:3,:,:
716,716,2019-02-12,Адмирал,Авангард,0:1,0:1,0:0,:,:
717,717,2019-02-12,Амур,Салават Юлаев,1:0,1:0,1:2,:,:
718,718,2019-02-12,Барыс,Сибирь,0:0,2:1,3:1,:,:
719,719,2019-02-13,Металлург Мг,Витязь,0:0,2:1,2:0,:,:
720,720,2019-02-13,Трактор,Северсталь,1:0,0:1,0:0,0:0,0:1
721,721,2019-02-13,Ак Барс,ЦСКА,1:3,0:0,1:0,:,:
722,722,2019-02-13,Локомотив,Торпедо НН,0:0,1:1,1:1,0:1,:
723,723,2019-02-13,Спартак,СКА,0:0,0:1,0:1,:,:
724,724,2019-02-13,Динамо М,Йокерит,0:0,3:1,2:2,:,:
725,725,2019-02-13,Слован,Динамо Мн,1:2,1:0,1:0,:,:
726,726,2019-02-14,Адмирал,Салават Юлаев,3:0,0:0,0:0,:,:
727,727,2019-02-14,Амур,Авангард,1:0,2:1,0:1,:,:
728,728,2019-02-14,Барыс,Куньлунь РС,1:0,1:0,1:1,:,:
729,729,2019-02-14,Нефтехимик,Сибирь,4:1,0:2,0:1,1:0,:
730,730,2019-02-15,Автомобилист,Ак Барс,0:1,0:2,0:0,:,:
731,731,2019-02-15,Локомотив,Витязь,0:0,3:2,1:1,:,:
732,733,2019-02-15,СКА,Йокерит,2:1,0:0,3:1,:,:
733,734,2019-02-15,Динамо М,ХК Сочи,0:1,2:0,0:1,0:1,:
734,735,2019-02-15,ЦСКА,Слован,1:0,3:0,0:1,:,:
735,736,2019-02-15,Динамо Р,Динамо Мн,1:0,1:1,1:0,:,:
736,598,2019-02-16,Нефтехимик,Металлург Мг,0:1,0:2,0:1,:,:
737,732,2019-02-16,Северсталь,Трактор,2:1,2:0,0:1,:,:
738,737,2019-02-16,Адмирал,Салават Юлаев,0:2,1:0,1:0,0:0,1:0
739,738,2019-02-16,Амур,Куньлунь РС,1:0,1:0,0:2,1:0,:
740,739,2019-02-16,Барыс,Авангард,1:0,0:0,0:1,0:0,0:1
741,741,2019-02-16,Торпедо НН,Сибирь,1:1,3:1,1:1,:,:
742,743,2019-02-17,Динамо Мн,ХК Сочи,0:0,0:2,1:1,:,:
743,742,2019-02-18,Динамо М,Трактор,0:0,0:0,0:1,:,:
744,744,2019-02-18,Адмирал,Барыс,1:0,0:0,1:1,:,:
745,745,2019-02-18,Амур,Куньлунь РС,1:1,4:0,2:1,:,:
746,747,2019-02-18,Автомобилист,Нефтехимик,3:1,1:2,1:0,:,:
747,748,2019-02-18,Ак Барс,Металлург Мг,1:1,2:2,2:1,:,:
748,749,2019-02-18,СКА,Локомотив,1:0,2:0,1:0,:,:
749,750,2019-02-18,ЦСКА,Витязь,3:0,1:0,2:1,:,:
750,751,2019-02-18,Йокерит,Спартак,2:1,1:2,2:1,:,:
751,752,2019-02-18,Динамо Р,Слован,0:0,2:0,3:0,:,:
752,753,2019-02-20,Торпедо НН,Трактор,1:0,0:0,1:0,:,:
753,754,2019-02-20,Амур,Барыс,1:0,0:0,1:0,:,:
754,755,2019-02-20,Куньлунь РС,Адмирал,1:1,2:1,3:1,:,:
755,756,2019-02-20,Сибирь,Автомобилист,1:1,1:1,1:2,:,:
756,757,2019-02-20,Салават Юлаев,Ак Барс,0:0,1:1,1:1,1:0,:
757,758,2019-02-20,Нефтехимик,СКА,0:1,0:2,0:1,:,:
758,759,2019-02-20,Северсталь,Динамо Р,1:1,1:2,2:1,0:1,:
759,760,2019-02-20,Витязь,Динамо Мн,2:1,1:0,1:2,:,:
760,761,2019-02-20,Динамо М,Металлург Мг,0:1,1:1,0:0,:,:
761,762,2019-02-20,ХК Сочи,Спартак,1:0,0:0,1:0,:,:
762,763,2019-02-20,ЦСКА,Локомотив,0:1,0:0,1:0,0:0,1:0
763,764,2019-02-20,Йокерит,Слован,2:0,2:0,3:1,:,:
764,765,2019-02-22,Адмирал,Амур,0:0,0:0,1:0,:,:
765,766,2019-02-22,Куньлунь РС,Барыс,1:1,1:0,0:1,0:0,0:1
766,767,2019-02-22,Авангард,Сибирь,4:1,3:1,0:1,:,:
767,768,2019-02-22,Металлург Мг,Ак Барс,2:0,0:0,2:0,:,:
768,769,2019-02-22,Трактор,СКА,0:1,1:1,0:1,:,:
769,770,2019-02-22,Северсталь,Спартак,1:0,1:0,1:0,:,:
770,771,2019-02-22,Витязь,Автомобилист,0:2,1:1,0:2,:,:
771,772,2019-02-22,Динамо М,Торпедо НН,0:0,3:1,1:0,:,:
772,773,2019-02-22,ХК Сочи,Слован,0:0,1:0,1:0,:,:
773,774,2019-02-22,ЦСКА,Динамо Р,0:0,2:0,1:0,:,:
774,775,2019-02-22,Йокерит,Динамо Мн,1:2,2:1,0:2,:,:
